Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,4.4,6.2,9.5,10.0,10.9,13.9,13.5,13.1,12.1,7.8,5.8,4.0,9.3
Baja California,7.1,7.7,8.8,11.6,15.6,17.1,19.6,21.7,18.9,15.4,9.3,7.2,13.3
Baja California Sur,10.9,11.6,13.4,14.6,16.5,20.1,22.8,23.9,23.5,20.9,16.2,11.3,17.1
Campeche,19.0,19.6,21.1,23.8,23.6,23.8,23.7,23.6,23.6,22.9,21.6,18.6,22.1
Coahuila,7.0,7.6,15.0,16.2,19.6,21.0,22.8,21.6,18.1,13.9,11.6,4.6,14.9
Colima,19.0,19.0,19.9,18.3,19.3,22.7,23.6,23.1,23.2,23.0,21.2,18.7,20.9
Chiapas,17.9,18.3,18.4,20.8,21.1,20.7,20.4,20.7,20.6,20.1,19.7,16.5,19.6
Chihuahua,1.6,3.1,8.1,9.9,13.9,17.6,18.6,18.1,14.8,9.4,5.8,-0.3,10.1
Ciudad de México,8.3,10.3,10.8,13.0,12.4,13.0,13.1,13.1,13.1,9.3,8.5,7.9,11.1
Durango,2.6,4.3,8.9,9.9,12.2,14.7,15.7,14.8,13.3,8.4,5.4,1.1,9.3
Guanajuato,6.5,8.2,11.2,13.3,13.1,14.4,14.2,14.3,13.2,9.6,8.4,7.1,11.1
Guerrero,16.8,17.3,18.7,19.7,19.7,20.6,20.3,20.0,19.8,18.9,18.1,17.2,18.9
Hidalgo,7.9,9.2,12.4,14.9,14.5,14.5,14.8,14.6,14.2,10.5,8.8,7.3,12.0
Jalisco,9.3,10.8,13.0,13.5,14.2,17.4,16.9,16.8,16.3,14.0,11.6,9.2,13.6
Estado de México,3.1,5.0,6.6,8.9,8.4,9.4,9.8,9.9,9.5,5.4,4.4,4.7,7.1
Michoacán,8.8,10.2,12.2,13.5,13.5,14.9,14.7,14.7,14.2,11.5,10.3,9.0,12.3
Morelos,10.7,12.6,15.7,17.1,16.7,17.7,16.3,16.4,16.4,13.3,12.4,11.7,14.8
Nayarit,15.3,15.7,16.7,15.6,17.9,22.5,23.3,23.1,23.1,22.5,18.2,14.4,19.0
Nuevo León,8.9,8.3,15.3,17.6,18.9,20.2,21.4,20.8,18.6,13.7,12.8,5.7,15.2
Oaxaca,14.8,15.1,16.4,18.8,18.4,18.5,18.3,18.2,18.4,16.4,15.6,13.1,16.8
Puebla,7.8,8.9,11.1,13.9,13.3,13.5,13.3,13.5,13.4,10.3,9.4,7.5,11.3
Querétaro,7.8,10.0,13.1,15.5,15.7,15.7,15.8,15.8,14.8,10.9,10.3,7.5,12.7
Quintana Roo,20.3,20.7,21.3,24.8,24.8,24.9,24.9,25.0,24.9,24.2,22.9,19.8,23.2
San Luis Potosí,12.1,12.9,17.2,20.3,20.6,21.3,21.7,21.3,20.0,16.5,15.6,10.3,17.5
Sinaloa,11.4,12.0,14.2,14.7,18.3,23.5,24.5,25.0,24.2,22.3,16.5,11.4,18.2
Sonora,5.7,6.8,9.6,10.9,15.5,20.7,24.7,25.1,22.2,16.7,10.4,5.0,14.4
Tabasco,20.3,20.6,21.7,24.7,24.6,24.3,24.6,24.2,24.0,23.2,22.1,19.4,22.8
Tamaulipas,13.5,12.6,18.9,21.7,22.3,23.2,24.3,23.6,21.9,18.5,17.1,10.7,19.0
Tlaxcala,2.7,4.7,6.0,9.3,9.0,9.7,9.3,9.8,9.9,5.8,4.7,4.0,7.1
Veracruz,14.1,14.3,17.5,20.7,20.2,20.0,20.4,19.8,19.8,17.3,16.0,13.0,17.8
Yucatán,17.4,18.2,19.2,23.0,22.8,23.2,23.1,23.3,23.1,22.4,21.1,17.6,21.2
Zacatecas,3.9,5.5,9.5,9.8,11.2,14.6,14.2,13.8,12.7,7.6,5.9,3.5,9.4
Nacional,9.2,10.1,13.4,15.2,17.0,19.1,20.1,20.0,18.5,15.1,12.4,8.2,14.9
