Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,0.4,2.1,6.7,0.4,4.2,43.5,169.3,143.8,159.5,21.8,0.1,27.6,579.4
Baja California,53.6,44.9,1.4,0.0,7.9,0.2,2.9,7.1,9.6,0.0,1.4,2.8,131.7
Baja California Sur,8.4,18.4,0.5,0.1,1.6,1.9,12.1,68.3,59.0,0.6,0.2,3.7,174.7
Campeche,16.1,6.9,9.1,65.1,49.7,363.6,169.2,202.8,229.8,221.7,33.4,40.1,1407.3
Ciudad de México,0.0,0.0,18.1,12.9,48.9,86.2,101.7,101.3,86.8,31.4,0.6,0.0,488.0
Coahuila,2.6,11.1,15.1,23.0,40.6,22.6,37.8,45.1,108.3,15.2,1.9,35.6,358.5
Colima,0.0,2.8,1.2,0.0,1.7,197.4,287.4,560.3,528.0,142.7,0.1,7.3,1728.8
Chiapas,36.8,8.1,23.1,64.0,262.3,409.4,254.3,249.2,401.7,228.8,37.9,18.4,1994.0
Chihuahua,12.3,8.1,6.1,3.4,10.4,20.6,153.3,122.1,58.8,14.4,1.7,42.7,453.8
Durango,1.3,7.8,13.3,1.4,4.7,12.5,121.7,139.3,97.3,34.1,0.0,21.2,454.6
Guanajuato,0.2,1.5,14.2,6.0,17.2,108.3,173.7,131.4,143.7,14.6,0.3,0.4,611.5
Guerrero,0.2,0.2,2.1,3.2,90.2,223.9,162.6,230.4,369.4,71.7,6.7,0.4,1161.1
Hidalgo,3.1,5.0,20.7,16.5,51.2,69.2,95.1,88.9,182.1,109.6,4.9,6.9,653.2
Jalisco,0.3,2.9,6.5,0.1,6.8,101.8,233.3,266.8,247.4,59.4,0.9,19.8,946.1
Estado de México,0.1,1.1,17.0,14.3,86.6,119.7,174.5,209.5,186.3,53.0,3.3,0.1,865.4
Michoacán,0.1,1.0,14.6,1.8,29.5,116.1,159.4,228.4,190.9,50.2,0.4,0.3,792.8
Morelos,0.0,0.1,14.7,13.5,174.9,386.0,320.4,517.2,441.1,81.7,0.0,0.0,1949.5
Nayarit,0.5,11.0,1.5,0.1,1.1,62.6,279.1,346.5,392.7,102.4,0.3,30.6,1228.3
Nuevo León,10.2,7.4,50.6,45.0,60.7,45.6,31.0,40.6,172.1,64.9,7.8,34.2,570.0
Oaxaca,6.1,5.7,16.4,28.0,156.8,355.6,183.0,207.0,320.0,141.8,13.3,7.0,1440.8
Puebla,4.4,8.0,32.3,37.4,130.5,217.0,204.3,311.3,322.5,114.8,12.0,7.9,1402.3
Querétaro,0.7,2.0,20.9,17.7,29.6,83.2,107.9,92.2,168.0,67.4,1.3,1.8,592.7
Quintana Roo,30.5,9.5,25.6,76.5,64.1,241.0,111.0,205.1,240.0,255.2,94.0,54.3,1406.8
San Luis Potosí,1.7,3.6,28.1,25.2,40.9,62.5,118.1,96.3,145.0,85.8,1.4,9.1,617.7
Sinaloa,3.8,30.2,3.6,0.5,0.7,12.5,169.5,248.3,162.9,49.0,0.1,17.6,698.8
Sonora,41.6,31.3,0.5,0.5,4.8,12.5,182.9,93.9,39.4,4.3,2.5,36.7,450.6
Tabasco,84.3,32.4,61.1,97.6,143.2,285.5,157.5,207.3,377.5,414.0,98.2,55.4,2013.8
Tamaulipas,8.3,14.9,57.9,36.2,70.8,61.7,79.0,68.3,129.2,113.9,12.2,14.2,666.7
Tlaxcala,0.4,0.4,19.4,21.2,79.9,98.5,146.6,167.4,123.6,30.3,2.4,0.2,690.3
Veracruz,36.9,32.6,65.4,35.3,110.0,181.7,245.1,199.7,429.0,314.9,43.3,37.1,1731.0
Yucatán,19.5,2.1,7.5,51.7,48.4,229.9,141.7,160.3,228.1,154.8,37.9,38.7,1120.5
Zacatecas,0.4,1.3,18.8,2.6,10.7,30.7,134.1,113.5,111.3,16.3,0.3,27.2,467.2
Nacional,14.6,12.7,16.6,18.5,48.1,102.7,140.9,145.9,169.8,77.0,10.7,24.4,781.6
