Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,3.7,4.5,6.1,9.1,12.9,14.3,13.7,13.5,11.8,8.8,6.3,3.8,9.0
Baja California,8.1,8.0,9.5,11.9,14.2,18.7,21.1,22.4,21.3,16.5,9.0,7.3,14.0
Baja California Sur,12.8,11.2,12.3,14.6,16.8,20.7,23.2,24.0,23.0,19.3,14.9,12.7,17.1
Campeche,18.2,19.2,20.3,22.4,23.4,23.2,23.3,23.2,23.1,22.0,21.7,19.9,21.7
Coahuila,4.7,5.4,9.9,16.6,20.2,22.3,23.1,22.2,19.2,14.4,10.2,7.7,14.7
Colima,18.6,18.2,16.2,18.4,20.0,22.7,23.4,22.9,22.8,22.5,21.3,19.4,20.5
Chiapas,15.8,16.0,17.7,19.5,20.3,19.8,19.8,19.8,20.1,19.3,18.7,16.5,18.6
Chihuahua,1.4,1.1,4.0,10.2,13.8,18.2,18.4,17.7,15.2,9.5,3.6,2.6,9.7
Ciudad de México,8.5,9.2,11.0,13.3,14.3,13.5,13.9,13.5,13.5,12.4,11.1,8.4,11.9
Durango,2.1,2.1,4.9,10.1,12.7,15.7,16.2,15.5,13.3,9.2,4.1,3.4,9.1
Guanajuato,6.3,7.0,8.4,11.7,13.8,14.3,13.9,13.8,13.0,10.7,9.2,6.3,10.7
Guerrero,17.5,18.3,17.9,19.9,20.7,20.4,20.6,20.0,19.9,19.9,19.0,16.9,19.2
Hidalgo,7.1,7.2,9.3,12.9,14.0,13.7,14.4,14.4,14.2,12.1,10.8,7.6,11.5
Jalisco,9.4,9.8,10.5,13.1,15.6,17.5,17.2,17.1,16.9,14.8,11.8,9.2,13.6
Estado de México,3.6,4.2,5.6,8.1,9.0,9.6,10.0,9.8,10.1,8.5,7.1,5.5,7.6
Michoacán,8.9,9.3,9.9,12.9,14.7,15.1,14.7,14.4,14.4,13.0,11.9,8.4,12.3
Morelos,11.1,11.8,13.4,15.9,17.5,17.0,16.9,16.4,16.5,15.8,14.4,11.0,14.8
Nayarit,14.0,13.4,12.4,15.8,19.1,22.4,23.0,22.6,22.9,21.4,16.6,14.0,18.1
Nuevo León,5.5,6.2,9.5,16.9,20.1,20.5,21.4,21.5,19.0,15.0,11.7,8.6,14.7
Oaxaca,13.6,14.0,15.4,17.1,18.7,18.3,18.5,18.4,18.4,17.0,16.2,13.4,16.6
Puebla,7.5,7.6,9.2,12.2,13.2,13.1,12.9,13.0,13.1,11.7,10.4,7.6,11.0
Querétaro,8.1,8.3,10.4,13.8,15.9,15.7,15.2,15.5,14.7,12.6,11.6,8.5,12.5
Quintana Roo,19.1,20.2,21.5,23.0,24.1,23.9,24.4,24.1,24.2,22.7,22.3,20.6,22.5
San Luis Potosí,10.2,10.4,12.5,18.4,20.9,20.3,20.1,20.0,18.5,15.7,14.2,11.4,16.0
Sinaloa,12.1,10.2,10.5,15.4,18.4,23.7,24.4,23.8,23.8,20.4,14.0,11.5,17.4
Sonora,6.4,4.6,6.5,11.3,14.3,21.8,24.1,23.4,22.0,15.1,7.0,6.0,13.5
Tabasco,19.4,19.9,21.2,23.2,24.5,23.6,24.0,23.8,23.5,23.1,22.7,21.0,22.5
Tamaulipas,9.9,9.7,13.4,20.7,23.7,23.6,24.5,24.5,22.3,18.8,16.2,13.3,18.4
Tlaxcala,3.5,3.4,5.0,7.8,8.1,8.9,8.6,9.0,9.7,8.5,6.4,2.9,6.8
Veracruz,13.1,12.7,14.8,18.4,20.3,19.4,19.5,19.7,19.4,17.7,16.6,14.2,17.1
Yucatán,17.0,18.3,19.1,21.3,22.4,22.8,22.8,22.6,22.5,20.9,20.7,18.7,20.8
Zacatecas,3.7,4.1,5.5,9.4,12.4,14.2,14.2,14.0,12.6,9.1,6.1,3.8,9.1
Nacional,8.6,8.6,10.5,14.8,17.2,19.4,20.0,19.8,18.6,15.1,11.5,9.5,14.5
