Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,38.5,28.4,1.5,4.6,17.3,72.6,162.8,77.3,81.9,4.5,0.0,8.9,498.1
Baja California,4.3,10.5,62.4,11.8,0.6,0.0,1.1,0.5,1.1,0.5,3.9,6.9,103.5
Baja California Sur,1.9,8.8,36.9,0.2,0.0,0.8,6.6,22.4,17.8,3.6,1.0,3.1,103.0
Campeche,31.1,13.4,4.1,25.9,207.1,499.1,137.2,184.8,234.2,293.1,99.1,50.3,1779.3
Coahuila,11.3,2.8,21.6,7.3,30.5,23.8,44.5,6.0,63.8,0.4,2.8,12.4,227.2
Colima,80.1,112.1,0.0,0.0,2.1,84.7,354.8,664.3,339.2,27.0,0.0,0.7,1665.1
Chiapas,28.4,46.9,21.0,32.4,239.4,409.1,182.5,345.9,373.1,251.8,199.1,38.3,2167.9
Chihuahua,6.0,20.2,27.3,3.3,6.2,19.5,82.8,32.4,49.1,0.1,1.5,12.4,260.8
Ciudad de México,11.3,5.3,8.1,21.9,32.8,59.7,103.8,107.8,97.0,20.1,1.5,0.5,469.7
Durango,16.9,18.7,2.3,1.0,5.6,31.1,143.9,49.9,115.1,1.9,0.3,3.6,390.4
Guanajuato,5.6,20.5,12.1,6.7,27.7,104.5,111.1,109.9,69.9,4.7,1.2,1.7,475.5
Guerrero,4.0,4.9,2.9,7.8,11.9,133.1,179.4,307.3,226.4,43.2,4.5,2.7,928.0
Hidalgo,34.5,9.8,6.9,39.3,46.0,64.6,60.9,80.8,111.0,21.4,22.0,4.4,501.5
Jalisco,49.8,55.6,1.1,1.4,16.0,81.7,209.3,254.4,167.4,24.5,0.1,12.9,874.2
Estado de México,7.8,8.0,16.2,29.3,26.6,115.6,184.2,184.5,150.6,29.2,3.5,3.3,758.9
Michoacán,6.8,29.8,9.0,5.1,9.8,92.5,155.9,201.0,167.6,20.2,2.9,2.4,703.0
Morelos,4.0,7.7,14.6,8.7,32.3,248.6,348.0,337.7,452.7,46.9,6.5,0.0,1507.5
Nayarit,60.4,61.7,0.1,0.8,9.3,53.5,303.0,349.0,251.2,30.3,0.0,21.4,1140.5
Nuevo León,13.0,3.5,15.2,37.0,80.5,72.7,171.4,14.8,102.8,2.7,3.8,8.0,525.5
Oaxaca,29.5,17.0,2.8,25.9,63.5,148.6,169.1,303.2,238.2,66.0,51.7,10.1,1125.6
Puebla,25.9,12.8,9.6,41.3,68.5,171.9,172.2,239.0,285.1,40.5,29.6,7.9,1104.4
Querétaro,23.7,12.5,19.3,17.2,34.4,66.4,83.3,58.6,70.3,13.4,6.6,1.3,407.0
Quintana Roo,56.8,27.2,9.6,12.0,248.4,406.0,105.3,153.0,172.3,354.9,254.9,70.3,1870.7
San Luis Potosí,29.0,6.0,8.6,28.1,47.1,65.4,96.2,56.8,81.3,9.6,15.6,2.8,446.3
Sinaloa,21.4,54.9,3.0,1.7,2.3,14.9,221.8,162.3,150.6,6.4,1.9,12.3,653.4
Sonora,9.2,25.6,82.1,2.5,7.3,12.0,93.5,74.8,17.8,0.2,1.8,16.4,343.0
Tabasco,75.3,137.8,18.8,36.3,281.7,385.7,92.9,303.1,461.3,550.4,501.3,173.3,3017.9
Tamaulipas,19.9,3.1,12.9,35.9,120.0,117.3,128.5,53.2,105.9,17.6,10.4,6.5,631.1
Tlaxcala,8.8,1.1,3.3,34.9,46.0,64.0,123.4,106.1,114.9,31.5,3.8,0.6,538.4
Veracruz,85.2,56.6,8.1,50.7,135.6,218.0,107.5,243.5,282.2,123.1,189.6,48.6,1548.6
Yucatán,29.5,8.0,4.1,23.4,194.8,551.9,121.8,144.9,166.5,402.7,103.3,51.6,1802.2
Zacatecas,27.4,19.6,2.3,2.7,13.3,56.7,153.7,51.1,68.5,3.7,0.0,7.2,406.3
Nacional,21.6,22.7,21.0,14.0,53.9,108.7,120.9,122.3,128.2,55.5,36.6,17.0,722.5
