Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,0.0,0.0,0.1,1.0,9.6,6.7,75.9,82.7,12.9,67.7,53.9,43.1,353.5
Baja California,32.7,20.2,24.5,0.0,0.4,0.2,2.4,40.1,1.7,1.3,11.1,12.8,147.5
Baja California Sur,7.0,3.5,1.0,0.1,0.3,1.6,8.0,83.6,12.2,66.0,2.9,1.0,187.2
Campeche,59.3,30.9,33.1,14.6,58.4,75.4,141.8,210.2,202.0,105.7,133.4,68.0,1132.5
Coahuila,2.1,1.1,12.8,6.9,50.7,10.6,30.6,22.1,14.8,51.8,30.8,8.0,242.2
Colima,0.0,0.0,0.0,0.0,1.0,137.3,269.3,217.4,170.6,542.1,20.6,13.1,1371.4
Chiapas,66.2,63.7,38.2,23.5,96.6,207.8,263.7,224.6,250.1,247.9,139.2,80.0,1701.4
Chihuahua,8.5,12.9,18.9,1.3,17.7,10.0,37.8,56.3,25.0,24.5,8.4,3.3,224.5
Ciudad de México,0.4,0.1,21.8,10.1,43.2,28.2,118.1,97.3,62.9,37.3,34.2,4.0,457.7
Durango,1.1,2.1,0.9,2.7,12.0,11.0,90.9,57.8,42.9,78.0,29.7,3.7,332.7
Guanajuato,0.8,0.1,3.8,5.5,23.8,20.1,92.9,139.8,35.0,46.5,27.7,39.3,435.1
Guerrero,0.1,0.0,1.2,7.0,49.5,97.7,182.6,237.7,131.1,272.2,45.9,5.6,1030.7
Hidalgo,5.9,7.1,20.6,31.3,61.4,11.5,54.7,71.2,14.4,70.9,33.3,31.1,413.2
Jalisco,0.3,0.0,0.4,0.1,4.0,56.1,198.6,190.0,118.8,156.9,18.5,37.6,781.3
Estado de México,0.7,1.1,17.6,18.7,80.2,35.6,190.2,169.3,75.5,110.0,77.5,15.2,791.6
Michoacán,0.4,0.2,5.0,1.4,17.0,42.3,158.7,158.3,82.1,149.7,30.6,25.4,670.9
Morelos,0.1,0.0,4.4,16.4,92.1,43.3,306.9,257.7,154.8,166.4,97.0,3.5,1142.4
Nayarit,0.1,0.1,0.4,3.6,3.5,36.4,262.3,292.2,203.7,191.1,22.4,6.2,1022.1
Nuevo León,2.2,1.2,23.0,50.5,103.5,15.3,33.9,21.1,31.9,69.3,92.1,12.9,456.8
Oaxaca,8.0,5.1,12.9,34.3,63.4,121.0,164.5,192.9,89.4,119.5,70.3,36.4,917.5
Puebla,9.6,5.8,22.5,45.4,90.7,54.9,160.0,224.3,85.4,131.1,67.3,35.7,932.6
Querétaro,3.2,2.4,8.2,12.3,46.3,11.6,66.4,71.8,16.1,52.4,17.6,23.8,332.2
Quintana Roo,98.0,23.3,47.0,29.0,109.1,97.7,109.5,114.1,136.0,103.3,159.1,85.6,1111.5
San Luis Potosí,2.7,2.8,7.2,34.4,71.1,11.7,45.6,44.6,16.8,65.5,67.4,32.2,401.9
Sinaloa,7.8,3.3,0.6,1.1,1.0,5.6,186.7,191.2,80.5,240.8,13.5,1.6,733.6
Sonora,19.1,25.7,7.9,0.1,2.1,4.6,62.2,87.9,18.3,17.8,1.5,14.5,261.5
Tabasco,120.7,158.5,116.5,19.6,48.1,127.4,186.9,183.4,176.2,216.9,329.9,136.7,1820.7
Tamaulipas,3.1,2.4,28.1,74.8,129.8,31.0,25.9,36.2,33.9,72.1,71.8,26.6,535.6
Tlaxcala,0.4,0.0,15.8,23.0,80.2,53.2,116.5,122.3,65.7,62.3,39.4,16.9,595.9
Veracruz,28.1,34.2,37.1,71.9,63.7,81.6,210.8,194.4,102.6,208.6,130.1,106.7,1269.8
Yucatán,69.0,23.0,32.5,13.7,62.1,57.6,121.0,159.5,150.6,69.3,87.5,65.4,911.3
Zacatecas,0.2,0.0,0.0,3.4,13.5,7.7,77.3,73.0,30.3,80.1,66.4,21.9,373.9
Nacional,16.0,13.4,15.9,15.4,40.0,39.2,99.8,111.4,65.9,95.7,50.4,26.7,589.9
