Estado,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Anual
Aguascalientes,2.9,5.8,6.7,10.1,12.1,15.0,14.9,13.9,12.7,10.9,7.9,5.4,9.9
Baja California,7.1,6.6,8.5,10.7,13.7,15.3,20.2,20.7,18.4,15.5,10.5,8.1,12.9
Baja California Sur,11.3,11.6,13.5,16.1,16.5,19.5,23.6,24.3,23.5,20.8,17.5,13.4,17.6
Campeche,19.6,20.1,21.5,22.9,23.8,24.7,24.4,24.1,23.9,23.3,21.7,19.8,22.5
Coahuila,8.0,8.8,13.3,16.1,19.8,23.2,23.4,23.8,22.2,17.1,10.6,8.0,16.2
Colima,17.6,18.2,18.4,20.7,22.3,23.0,23.5,23.6,23.9,22.7,22.2,19.7,21.3
Chiapas,16.1,16.4,18.4,19.3,19.4,21.9,21.3,21.5,21.1,21.1,19.7,17.8,19.5
Chihuahua,1.5,2.9,6.3,9.4,13.2,17.0,19.5,18.6,16.5,11.9,6.9,1.4,10.4
Ciudad de México,8.1,8.6,11.4,13.2,13.2,15.5,13.5,13.6,13.0,12.4,10.4,8.7,11.8
Durango,2.5,4.2,7.3,10.5,12.2,15.7,16.9,16.3,15.1,11.9,7.8,3.8,10.4
Guanajuato,5.5,7.2,10.0,12.2,13.9,15.8,15.0,14.3,13.5,12.9,9.5,7.5,11.4
Guerrero,16.4,17.5,18.3,19.2,20.8,21.3,20.6,20.1,20.3,19.7,18.9,16.8,19.2
Hidalgo,7.1,7.8,11.1,13.7,14.3,16.0,15.5,15.7,14.8,14.0,10.0,8.4,12.4
Jalisco,7.8,10.0,11.2,13.0,15.6,17.6,17.8,17.1,17.0,15.5,13.1,10.4,13.8
Estado de México,3.1,3.9,6.6,8.2,9.5,9.8,10.2,10.1,9.4,9.2,6.9,5.4,7.7
Michoacán,7.8,9.2,11.2,13.9,15.6,16.6,15.7,15.2,14.1,13.9,11.8,10.0,12.9
Morelos,10.8,12.3,14.4,16.2,17.6,19.1,17.4,17.3,17.1,16.7,14.8,12.5,15.5
Nayarit,12.7,13.2,12.9,13.6,18.8,22.1,23.4,23.0,23.5,21.6,19.6,15.5,18.3
Nuevo León,9.4,9.6,14.2,17.7,19.4,21.9,22.3,22.2,21.2,18.2,11.6,9.8,16.5
Oaxaca,13.5,14.9,16.6,19.3,19.8,19.5,19.4,19.1,19.4,18.8,16.2,13.4,17.5
Puebla,7.6,8.2,10.9,12.7,13.5,14.2,13.6,13.8,13.0,13.0,10.5,8.5,11.6
Querétaro,7.4,8.7,12.4,14.7,15.8,17.2,16.7,15.7,14.9,14.0,10.8,8.1,13.0
Quintana Roo,20.4,20.6,21.8,22.1,23.9,24.8,25.6,24.8,24.3,24.1,22.6,20.6,23.0
San Luis Potosí,11.0,11.2,15.2,17.7,18.9,21.3,21.0,20.6,20.4,17.6,13.8,11.9,16.7
Sinaloa,10.5,10.7,12.1,14.2,18.0,22.4,25.5,24.9,25.5,22.2,17.8,13.0,18.1
Sonora,4.1,5.2,7.9,9.1,13.1,18.2,25.3,24.4,22.0,17.8,12.1,6.5,13.8
Tabasco,20.3,20.5,22.5,22.9,24.3,25.2,24.2,24.0,24.1,23.8,21.9,20.6,22.9
Tamaulipas,14.0,13.4,18.0,19.1,21.8,24.5,25.1,24.7,24.2,20.6,14.8,13.1,19.4
Tlaxcala,2.6,3.7,6.2,7.9,9.4,10.0,10.2,10.1,9.2,9.3,7.0,4.6,7.5
Veracruz,14.2,14.0,17.2,19.0,20.3,21.5,20.5,20.5,19.9,18.9,16.0,14.5,18.0
Yucatán,18.2,18.9,20.3,21.5,22.7,23.8,24.5,24.0,23.6,22.8,21.3,19.0,21.7
Zacatecas,3.0,5.4,7.0,9.7,11.7,15.3,15.6,15.1,14.3,12.0,8.2,5.1,10.2
Nacional,8.8,9.7,12.4,14.5,16.8,19.4,20.9,20.5,19.4,17.0,13.1,9.8,15.2
